"779.64968967198","168341","779.64968967198","168680"
"779.93018800658","169067","779.93018800658","169353"
"780.21067779448","169132","780.21067779448","169486"
"780.49115902905","169176","780.49115902905","169578"
"780.77163170366","169983","780.77163170366","169617"
"781.05209581169","169289","781.05209581169","169604"
"781.33255134651","169300","781.33255134651","169648"
"781.6129983015","169329","781.6129983015","169687"
"781.89343667002","169336","781.89343667002","169739"
"782.17386644546","169390","782.17386644546","169796"
"782.45428762119","169408","782.45428762119","169822"
"782.73470019058","169438","782.73470019058","169831"
"783.01510414701","169448","783.01510414701","169930"
"783.29549948385","169481","783.29549948385","169915"
"783.57588619449","169527","783.57588619449","169983"
"783.85626427229","169602","783.85626427229","170055"
"784.13663371063","169646","784.13663371063","170054"
"784.41699450289","169650","784.41699450289","170170"
"784.69734664244","169683","784.69734664244","170140"
"784.97769012266","169698","784.97769012266","170193"
"785.25802493693","169732","785.25802493693","170265"
"785.53835107862","169820","785.53835107862","170334"
"785.81866854111","169832","785.81866854111","170375"
"786.09897731778","169851","786.09897731778","170448"
"786.379277402","169938","786.379277402","170544"
"786.65956878715","169987","786.65956878715","170560"
"786.93985146662","170035","786.93985146662","170616"
"787.22012543377","170075","787.22012543377","170712"
"787.50039068198","170122","787.50039068198","170724"
"787.78064720464","170127","787.78064720464","170834"
"788.06089499512","170250","788.06089499512","170908"
"788.34113404679","170254","788.34113404679","170990"
"788.62136435305","170281","788.62136435305","171057"
"788.90158590726","170376","788.90158590726","171151"
"789.18179870281","170396","789.18179870281","171236"
"789.46200273307","170469","789.46200273307","171304"
"789.74219799143","170519","789.74219799143","171407"
"790.02238447126","170562","790.02238447126","171552"
"790.30256216595","170672","790.30256216595","171573"
"790.58273106887","170686","790.58273106887","171658"
"790.8628911734","170747","790.8628911734","171811"
"791.14304247292","170840","791.14304247292","171892"
"791.42318496082","170956","791.42318496082","172014"
"791.70331863047","171018","791.70331863047","172147"
"791.98344347526","171095","791.98344347526","172217"
"792.26355948856","171127","792.26355948856","172337"
"792.54366666376","171203","792.54366666376","172417"
"792.82376499424","171263","792.82376499424","172535"
"793.10385447338","171343","793.10385447338","172671"
"793.38393509456","171479","793.38393509456","172729"
"793.66400685116","171571","793.66400685116","172949"
"793.94406973657","171593","793.94406973657","173044"
"794.22412374416","171703","794.22412374416","173235"
"794.50416886732","171818","794.50416886732","173342"
"794.78420509943","171842","794.78420509943","173523"
"795.06423243388","171960","795.06423243388","173653"
"795.34425086404","172081","795.34425086404","173821"
"795.62426038331","172148","795.62426038331","173978"
"795.90426098505","172273","795.90426098505","174142"
"796.18425266267","172351","796.18425266267","174298"
"796.46423540953","172504","796.46423540953","174478"
"796.74420921903","172569","796.74420921903","174697"
"797.02417408454","172721","797.02417408454","174825"
"797.30412999945","172792","797.30412999945","175051"
"797.58407695715","172913","797.58407695715","175193"
"797.86401495102","173025","797.86401495102","175436"
"798.14394397444","173215","798.14394397444","175672"
"798.4238640208","173306","798.4238640208","175846"
"798.70377508349","173415","798.70377508349","176118"
"798.98367715588","173558","798.98367715588","176351"
"799.26357023137","173744","799.26357023137","176597"
"799.54345430334","173867","799.54345430334","176849"
"799.82332936517","173998","799.82332936517","177060"
"800.10319541025","174146","800.10319541025","177335"
"800.38305243197","174315","800.38305243197","177595"
"800.66290042371","174522","800.66290042371","177854"
"800.94273937886","174647","800.94273937886","178130"
"801.22256929081","174756","801.22256929081","178472"
"801.50239015294","174950","801.50239015294","178770"
"801.78220195863","175066","801.78220195863","178998"
"802.06200470128","175261","802.06200470128","179342"
"802.34179837428","175515","802.34179837428","179577"
"802.621582971","175672","802.621582971","179963"
"802.90135848484","175855","802.90135848484","180292"
"803.18112490919","176012","803.18112490919","180644"
"803.46088223743","176222","803.46088223743","181014"
"803.74063046295","176430","803.74063046295","181300"
"804.02036957914","176704","804.02036957914","181717"
"804.30009957939","176784","804.30009957939","182153"
"804.57982045708","177087","804.57982045708","182520"
"804.8595322056","177289","804.8595322056","182989"
"805.13923481835","177551","805.13923481835","183434"
"805.41892828872","177842","805.41892828872","183769"
"805.69861261008","178101","805.69861261008","184306"
"805.97828777584","178368","805.97828777584","184683"
"806.25795377937","178692","806.25795377937","185220"
"806.53761061408","178970","806.53761061408","185670"
"806.81725827335","179303","806.81725827335","186234"
"807.09689675056","179577","807.09689675056","186843"
"807.37652603912","179989","807.37652603912","187333"
"807.65614613241","180274","807.65614613241","187874"
"807.93575702381","180611","807.93575702381","188413"
"808.21535870674","181078","808.21535870674","189116"
"808.49495117456","181419","808.49495117456","189730"
"808.77453442068","181791","808.77453442068","190415"
"809.05410843848","182191","809.05410843848","190990"
"809.33367322137","182605","809.33367322137","191695"
"809.61322876272","183031","809.61322876272","192429"
"809.89277505593","183368","809.89277505593","193111"
"810.17231209439","183794","810.17231209439","193854"
"810.4518398715","184277","810.4518398715","194548"
"810.73135838064","184525","810.73135838064","195283"
"811.01086761522","185028","811.01086761522","196029"
"811.29036756861","185469","811.29036756861","196948"
"811.56985823422","185788","811.56985823422","197651"
"811.84933960544","186178","811.84933960544","198443"
"812.12881167566","186725","812.12881167566","199219"
"812.40827443828","187187","812.40827443828","200114"
"812.68772788668","187686","812.68772788668","200971"
"812.96717201427","188079","812.96717201427","201891"
"813.24660681443","188521","813.24660681443","202810"
"813.52603228056","189126","813.52603228056","203789"
"813.80544840605","189608","813.80544840605","204738"
"814.0848551843","190015","814.0848551843","205708"
"814.36425260871","190660","814.36425260871","206699"
"814.64364067266","191183","814.64364067266","207946"
"814.92301936956","191586","814.92301936956","208810"
