wl,M,MP,MT,MPT
172.20639038085938,0.03266082941276237,0.742258970760435,0.669028285001303,0.9855825148925592
172.80535888671875,0.03636055781210691,0.7171879449027374,0.6409633276519807,0.9952449590170449
173.40428161621094,0.03098187052920252,0.7133675000940668,0.6083969140823393,1.0016010804851705
174.00318908691406,0.04171446704839743,0.7395854853703245,0.6166428968406275,1.0007664974318928
174.60206604003906,0.043049046560430564,0.7647702459283905,0.6304187131525986,0.9680265813687782
175.20089721679688,0.05657926304583626,0.7338304135040435,0.6093790689815939,0.9491296984762576
175.79971313476562,0.0576183630019693,0.7328527279767874,0.6028814345945164,0.9474570011327614
176.39849853515625,0.06256923858351124,0.7318022773219027,0.6163071442745417,0.9996275478809202
176.9972381591797,0.05898256646219919,0.7215714962185126,0.6072825767135932,0.9539172449926017
177.59596252441406,0.07392290883352455,0.7259325918852803,0.6108066624744879,0.9348230824553437
178.1946563720703,0.0725598980992456,0.7399610934529123,0.6554553792678612,0.9271120219652901
178.79331970214844,0.07662802708822222,0.7403842147134649,0.6790388189543515,0.9600304022781174
179.39193725585938,0.0762758718590987,0.7424829058094928,0.6788660609162838,0.9677129236746347
179.99053955078125,0.07689728353582295,0.7018635796158799,0.6835257769486789,0.9806712237079525
180.589111328125,0.06989265865307215,0.7119692150675335,0.6980688949572739,1.0149797858594003
181.18765258789065,0.0676140777657911,0.7244997445652941,0.7080978175415993,1.0160164475530533
181.78614807128903,0.05737733717892265,0.7507551022907352,0.7089398062541145,0.9828850015136964
182.38462829589844,0.06122985416409357,0.7750363482187282,0.725311488475453,1.0289132973901398
182.9830780029297,0.05257140100468535,0.7775183581679052,0.7343388519510277,1.0706698034115558
183.5814971923828,0.06488578057958376,0.769674134804746,0.7210020739023186,1.111590796617354
184.17987060546875,0.0624045102700892,0.7478635758082164,0.7112584574916163,0.9628418368279155
184.7782287597656,0.05581466434025227,0.7459816066267249,0.7297093765716622,0.978568195553627
185.3765563964844,0.05031514470584543,0.7599054990000274,0.7051955067111206,1.0003270734641048
185.97483825683597,0.06472574561729647,0.7737128711244803,0.7456841359243923,1.0487675628698747
186.57310485839844,0.06778604830072453,0.7308191596847635,0.7327192653817541,1.0642511023749
187.1713409423828,0.06910028107047905,0.672939224593575,0.7082117661970782,1.0439409955386996
187.76954650878903,0.06340225083654856,0.6530352989639031,0.6726704090815012,0.9942297646205612
188.36770629882807,0.06467834356022849,0.6418514726464439,0.6604842883619557,1.0390696184684582
188.96585083007807,0.05237987640703241,0.6311831630760342,0.6516602756084837,1.0926519075916439
189.56396484375,0.06970826934425624,0.638709623989775,0.673496175302393,1.3210742262987536
190.1620330810547,0.06383308053574363,0.6416328428799537,0.6820187974659084,1.2272853135002697
190.7600860595703,0.07244274216477002,0.668113544455448,0.6993007167852644,1.297132790436367
191.3581085205078,0.06242174601980456,0.6541366682548809,0.6512923412230174,1.1905178590412198
191.95608520507807,0.06964671208215116,0.7173925762225485,0.6879266491747598,1.2401928399428404
192.55404663085935,0.06889611484466142,0.7201573719203997,0.7054035080729767,1.3335802825063923
193.15196228027344,0.08398884127109117,0.7610803704678772,0.7616083876350093,1.5738178293665992
193.74986267089844,0.08397292996236498,0.8076588017922168,0.7989225112771715,1.5078844454809692
194.3477325439453,0.09060871399941323,0.8277616427107215,0.790806016978101,1.3406853174634197
194.945556640625,0.07382289032899433,0.8190356624968643,0.7591318809224024,1.122594832658814
195.5433654785156,0.08169279302529997,0.7575167181007726,0.7117508591314866,1.0998305132111337
