wl,M,MP,MT,MPT,nu
441.3724365234375,1.2950438018653714,4.231825233332263,2.3690634678535645,4.081312765369931,679227865612492.9
441.9560852050781,1.2865230390538518,4.315960748426744,2.361292927308489,4.13615081423225,678330875025488.4
442.5396728515625,1.278042150967773,4.387681593016509,2.3499050756412907,4.194606703964761,677436343883584.2
443.1232299804688,1.269878938834867,4.439762262221421,2.344249167482239,4.2364363195902435,676544215506855.0
443.7067565917969,1.2640483030288896,4.4844416972255425,2.339707792371272,4.272915871602881,675654480230969.9
444.2902526855469,1.250760950720161,4.508522654753609,2.3294421097356945,4.287824074487024,674767128443357.1
444.8736877441406,1.238923989455971,4.524574367551698,2.3225757418815363,4.3021373935915435,673882196810028.1
445.45709228515625,1.231285665861315,4.5278473476426315,2.3151673356202855,4.304343029769469,672999629351708.5
446.04046630859375,1.2251104374303363,4.524362428684747,2.3115638961920633,4.299048150034628,672119416610483.4
446.6238098144531,1.2124717885424856,4.500580133136137,2.2993888856013367,4.285290518983692,671241549178819.5
447.2071228027344,1.2013639180158469,4.479456949641608,2.28964277699761,4.266673826216028,670366017699230.9
447.7903747558594,1.1901403271779398,4.433919873125203,2.286848719594073,4.238611109003243,669492858490873.9
448.3735961914063,1.183025664479587,4.376998928925893,2.2762005073236558,4.199722121034797,668622016431185.0
448.956787109375,1.168089286742052,4.287555805861473,2.264597870325985,4.158040302770105,667753482312239.6
449.5399475097656,1.16146635469316,4.197998038316172,2.263054669988458,4.107558516824489,666887246974836.2
450.123046875,1.1550040006175448,4.101811920768567,2.2594066154707604,4.048224946629684,666023346463423.6
450.70611572265625,1.1498279981756432,3.9917679350672945,2.2543515661930336,3.995583632045703,665161726326514.8
451.2891845703125,1.1416586569563305,3.8810270945475365,2.2482921807107017,3.932289493787422,664302332628339.8
451.8721618652344,1.1362198824667011,3.760772156140816,2.2457968381269855,3.867066352272928,663445291169341.0
452.45513916015625,1.1297908139173043,3.6385957037770797,2.2418905807069747,3.787582119489325,662590458263934.1
453.0380554199219,1.1266048824864743,3.5267877541427834,2.2367252489331912,3.7159416482655434,661737914538154.5
453.6209411621094,1.1132453818348815,3.42577263981407,2.2314552670708516,3.6428417027612783,660887606361329.6
454.2037963867188,1.1128461657797437,3.342476198075569,2.2348618005656387,3.5848053305171685,660039524955335.9
454.78662109375,1.1053149998594936,3.2682426598655088,2.2297403115782117,3.5264070210278837,659193661587948.5
455.369384765625,1.0995292849343723,3.1979496004828016,2.22238552408515,3.4858063469312035,658350051693310.0
455.9521484375,1.0909069694733995,3.1446456447408893,2.2173893479798155,3.4429373748967054,657508598275843.5
456.5348510742188,1.0846246728808724,3.1001639878006304,2.210830897348199,3.4084829045433067,656669380868937.8
457.1174926757813,1.072972318823962,3.0629718142224425,2.2037200761759763,3.370174975278469,655832390585483.8
457.70013427734375,1.0665224273617864,3.0395930625823357,2.199572173805164,3.3591678385054498,654997531240269.5
458.28271484375,1.0579307934593718,3.0239664128551635,2.19659691595271,3.3428527464579583,654164881828923.6
458.8652648925781,1.0540818352678254,3.004649544514692,2.1954782577724896,3.3354019746771075,653334390150848.2
459.4477844238281,1.0442144843252905,2.9937135990763837,2.191308753698612,3.3261378525821543,652506047832955.9
460.0302734375,1.0372726665051397,2.9866338316696717,2.189149772249543,3.3266288126442927,651679846545425.1
460.6127014160156,1.02601914542623,2.984368294715809,2.183427788643272,3.3199880869220237,650855821123425.2
461.1950988769531,1.01566062226861,2.988047865673407,2.176702281876497,3.3217152660441314,650033919983145.0
461.7774658203125,1.0050454671568427,2.9999919755334026,2.1748065601056474,3.3279933264944255,649214134924149.1
462.35980224609375,1.0057592998946923,3.0196926678124063,2.1757248919216763,3.3491035995652876,648396457788157.1
462.9420776367188,0.9970327848175159,3.0389074331983776,2.174631351251044,3.355999351484501,647580923147914.8
463.5243225097656,0.9910230012074035,3.05817104944629,2.1683857697257705,3.3743445333211475,646767480025136.9
464.1065368652344,0.9866667817422365,3.082020996768306,2.1656460422917685,3.388824788007394,645956120387618.4
464.688720703125,0.9816091326943422,3.105863523362242,2.1582089238367326,3.4044394778476184,645146836244230.5
465.2708740234375,0.9782591183880222,3.1325249045811483,2.1510755997206172,3.4182123089157503,644339619644659.4
465.85296630859375,0.9714763575280584,3.1600475367274163,2.1471556538287246,3.4381130378495124,643534504836466.5
466.4350280761719,0.96504385186151,3.1891196461221343,2.1454829439641285,3.4545319239767065,642731441582560.4
467.0170593261719,0.9576767211503566,3.2171777103057813,2.1421085561215385,3.4727555031475195,641930422054712.0
467.5990295410156,0.946302958199802,3.2501692234243285,2.1376811999897085,3.4848345043768525,641131480307538.9
468.1809997558594,0.9429433932921999,3.2824980882450943,2.1307803770931093,3.5037289948869486,640334524802013.9
468.7629089355469,0.9363189722503666,3.3116876684609977,2.1306077146967186,3.5217226568175204,639539631411452.6
469.34478759765625,0.9286667486403544,3.3503114832395267,2.129231012917772,3.549043151120177,638746750623330.1
469.9266052246094,0.9187561659511146,3.3842141609548997,2.1285289341791644,3.565704575825985,637955916236555.9
470.5084228515625,0.9075087556813017,3.403947499180219,2.1316604053165156,3.580555432289706,637167037697387.8
471.0901794433594,0.9009105739545966,3.4241444271493204,2.1292895078524587,3.589094040727309,636380190209515.8
471.6719055175781,0.8940340291748085,3.4236132708895246,2.125065269850578,3.5913322449654164,635595324828664.0
472.2535705566406,0.887613832255632,3.407324224655418,2.117307936816723,3.5817846225236143,634812475100267.8
472.8352355957031,0.88032416318594,3.3782735941630966,2.114321824563645,3.579529667459052,634031551439489.1
473.4168395996094,0.8728426989877082,3.3306337346738104,2.11250717851116,3.5566175279568695,633252628388860.0
473.9984130859375,0.8688626122308334,3.2692991189166687,2.1063990423005814,3.5130022107591103,632475657562268.2
474.5799560546875,0.8603531964673262,3.192924964321316,2.093989994476784,3.46733336855757,631700631632773.5
475.1614379882813,0.8611444005089961,3.121051057025472,2.0926191385362145,3.4272173357410485,630927583831821.0
475.7428894042969,0.8555037551853276,3.0577254318361953,2.0838214393829304,3.3885633540313487,630156466185729.4
476.3243103027344,0.856420806547431,2.986438408199567,2.0852779428474264,3.348763271215837,629387271477835.8
476.90570068359375,0.8532138010526805,2.9269023809667125,2.0877273478204827,3.3099007270710503,628619992527410.1
477.4870300292969,0.8523917118504237,2.87797920603035,2.090439800438158,3.286536808453379,627854662317436.8
478.068359375,0.84790418036142,2.845338962681879,2.092245806408767,3.2601504199603717,627091193384837.2
478.6496276855469,0.8450504277868477,2.8346110581286204,2.0875155411164092,3.2524646611364,626329658814550.0
479.2308349609375,0.8340532073613021,2.8503898468949287,2.082887183520278,3.260884807049891,625570051276930.6
479.8120422363281,0.8334053618344822,2.8965370547227427,2.088957920609034,3.289798567170838,624812283999198.4
480.3931884765625,0.8281662459795097,2.9672002238488697,2.0889039508251326,3.3343702657919745,624056429589917.8
480.9743041992188,0.8222527475634172,3.058636977791177,2.089849154028417,3.3936458573204,623302441279329.5
481.5553894042969,0.8112828568562083,3.1821723062840883,2.084861639693449,3.4689112052645497,622550312168357.5
482.1364135742188,0.7871065849897633,3.3265778929903345,2.077295127999642,3.5504350445518864,621800074749696.8
482.7174072265625,0.7895701156507033,3.484213146696775,2.073543619033671,3.648257913326602,621051682644817.0
483.2983703613281,0.7877152782640748,3.5902773626636866,2.0718361588655663,3.7137725106139,620305129056955.6
483.8793029785156,0.7855973351922422,3.650980187033105,2.0785459341405446,3.7527571883470006,619560407222688.9
484.460205078125,0.7873887855347653,3.6628958531348044,2.077272555500621,3.770015589037069,618817510411726.9
485.0410461425781,0.7800149926507295,3.6401779375828425,2.076723943104264,3.760814286753563,618076470814545.9
485.6218566894531,0.773302950643397,3.589550299358035,2.074364410235415,3.7318429395786485,617337242692748.2
486.20263671875,0.7700262573872123,3.521229606855605,2.072084019758086,3.694168801745571,616599819415250.6
486.7833557128906,0.7693707019471364,3.4264217747823866,2.072071105094177,3.6456383437928777,615864232993250.4
487.3640441894531,0.7766802749785063,3.310017209415483,2.071041431695679,3.587524924705499,615130438066255.1
487.9447021484375,0.7623488860076602,3.154550968662896,2.06856335476512,3.491118974094555,614398428100568.2
488.52532958984375,0.7515983303272544,2.9676816544840023,2.062513618749412,3.3820603249481707,613668196594227.4
489.10589599609375,0.7378614845013572,2.7523046916071845,2.053552717750315,3.2521539557197525,612939775320954.8
489.68646240234375,0.7253366523149373,2.5923624248065575,2.055613280386412,3.143648668767801,612213081262760.9
490.2669677734375,0.7272618968496766,2.5018857825024927,2.051126928330481,3.0826707057231797,611488184410050.4
490.847412109375,0.726526731684625,2.428330329582403,2.0486556995935667,3.032417213895551,610765078115961.6
491.4278564453125,0.7236672257872673,2.3613372655330336,2.04655911146498,2.9899393328354402,610043679999165.4
492.00823974609375,0.7185269737698601,2.3097475504086975,2.040996156728654,2.9482048509541383,609324059602561.1
492.5885925292969,0.7142308200747381,2.266665082579842,2.0421734261180022,2.9220989701398246,608606172669680.2
493.16888427734375,0.7120020740395275,2.224434910249436,2.041735647806222,2.8952729451471657,607890050564109.5
493.7491760253906,0.7110224702949091,2.194365137641146,2.042522820889603,2.869763124772845,607175611741341.8
494.3294067382813,0.7066329541045488,2.1641296853390104,2.041564308048945,2.8449081122655286,606462925153717.8
494.90960693359375,0.703073832839586,2.1347977124025554,2.036547570043524,2.8253562887007773,605751947022167.4
495.48974609375,0.6971770179848549,2.1095106447701406,2.0410933582998436,2.810408105199715,605042708478728.5
496.0698852539063,0.6945117389608746,2.0816537767967533,2.0383007706118343,2.79790429985426,604335128802578.9
496.6499633789063,0.691135245598182,2.0605521435961114,2.043095137727435,2.7816032427588064,603629276362759.0
497.2300109863281,0.68893831820441,2.0392648030579092,2.0482957453302317,2.772766383951012,602925107849620.8
497.80999755859375,0.6851956279450253,2.024400649813175,2.0452143442040227,2.7598404308949043,602222654165786.5
498.3899841308594,0.6859028817180922,2.010610380115862,2.0450675139233128,2.7562203796436244,601521835401261.1
498.9699096679688,0.6803620591045482,1.9952947247450015,2.0396952601332643,2.7455208866195684,600822719348932.0
499.5498046875,0.6776963340691842,1.9808946462526902,2.0355263566499264,2.743198983338313,600125263160775.6
500.129638671875,0.6749427469321115,1.9689620454037344,2.0409721284927294,2.7407803184127717,599429497512119.6
500.7094421386719,0.6708923917387825,1.9600038986327686,2.0357649439529153,2.7380778905641074,598735379783336.0
501.2892150878906,0.6614219105988876,1.952700750328916,2.037609475734582,2.7349678717777715,598042904129580.4
501.8689575195313,0.6538672666682814,1.9471197372122135,2.035393640878288,2.7345337530087606,597352064733617.1
502.4486389160156,0.6463726362928934,1.9466589310533968,2.0385997635127664,2.7378441192322853,596662892045589.5
503.0283203125,0.6458560750371259,1.944062653052904,2.0458439380258975,2.744143460409207,595975307739647.1
503.6079406738281,0.6386919780823643,1.9492302063811393,2.0551832277338535,2.7455021635074264,595289378477387.0
504.1875,0.6360956140596224,1.9601498469928607,2.070185735372403,2.7596924882458134,594605098301723.0
504.7670593261719,0.629954304605284,1.9747721804887917,2.0837668169320933,2.772560275719144,593922389468523.5
505.3465576171875,0.6262077648677293,1.989999991423674,2.098644425711882,2.7901623866184333,593241318222454.8
505.926025390625,0.621932404618257,2.0086964065373127,2.117895447660278,2.805020043908106,592561842946368.5
506.5054321289063,0.621732040081212,2.0270444463100463,2.141014656312461,2.8302638289816984,591883993701576.8
507.0848083496094,0.6172183899123298,2.0490386628870496,2.159091318592045,2.854899446538909,591207729089190.6
507.6641845703125,0.61428785351896,2.0671036881483316,2.180104078435507,2.873128380060209,590533008062691.4
508.2434692382813,0.6074156710507191,2.089492312012389,2.2038303695652774,2.892851237700893,589859931597955.0
508.82275390625,0.6072349001298987,2.1064947118734976,2.2198464343521565,2.918541230010566,589188387701774.0
509.4019775390625,0.6059387224209931,2.118982968998112,2.2379519134676524,2.928332894912694,588518441660370.2
509.9811706542969,0.605795992939077,2.127258157441906,2.248620568777817,2.938590993572856,587850052611494.5
510.5603332519531,0.5997954749190081,2.1323128667910938,2.252227136990607,2.946330361438032,587183215136412.4
511.1394348144531,0.5954033309047105,2.134700224903653,2.2506516688429072,2.9514104952741405,586517958859555.8
511.718505859375,0.5869081788037693,2.1323058137371067,2.2496670882213947,2.9487068844135553,585854243235803.0
512.2975463867188,0.5894883429941863,2.1261467615331755,2.2524477852969818,2.9510620825459553,585192062922150.4
512.8765258789062,0.584071161162937,2.1150154129390017,2.2411613324665542,2.9445169433011396,584531447381514.9
513.4555053710938,0.5856599084775044,2.1045617247986583,2.2317470161034167,2.9424790071568228,583872321679224.4
514.034423828125,0.5793033150662991,2.0939847858872476,2.224210417465442,2.922775964772819,583214750030515.5
514.61328125,0.5731396356685661,2.0857044466190926,2.2117030818331127,2.9212893586058297,582558726956680.1
515.192138671875,0.566527723757122,2.076061832954989,2.2015628962368514,2.909997845126045,581904178066151.1
515.7709350585938,0.5624124503134762,2.065927456412012,2.1939888025709866,2.9062344192169696,581251167179364.9
516.3497314453125,0.5607954496052588,2.056679821018398,2.195662463962241,2.8959383764368627,580599620262902.2
516.9284057617188,0.559302105009975,2.053322285982198,2.185482268388718,2.8922882744736977,579949669351680.1
517.5071411132812,0.5546157336462556,2.0546613916769503,2.1916076690117277,2.8915594190678826,579301103662212.1
518.0857543945312,0.5542574419271329,2.068356457204731,2.2045980659195634,2.903281769464226,578654123293463.2
518.6643676757812,0.5479435042605713,2.0769924204283363,2.214147026833877,2.9064651311867404,578008586445639.9
519.242919921875,0.5458967484819564,2.0847396612608162,2.228392645503804,2.929941574775111,577364556160162.1
519.8214721679688,0.5429830883922336,2.092588509743583,2.240706950300514,2.9419059978524054,576721959463668.9
520.3999633789062,0.5417165138302596,2.105750576768873,2.258837166443327,2.9679653287184706,576080859140490.2
520.9783935546875,0.5416366774369418,2.1145467679933514,2.2774484279789364,2.979222040300543,575441249980610.9
521.5568237304688,0.5424632539373825,2.1358530971159904,2.2955900377284024,3.0083828615947454,574803059531874.4
522.1351928710938,0.5433345699458085,2.159460999194883,2.321463427533391,3.030162416449701,574166350196612.0
522.7135009765625,0.542674090525417,2.178877988815571,2.3326133385358303,3.048451787233046,573531116835342.9
523.2918090820312,0.5345103459804262,2.1878280047406595,2.3413493484230448,3.0577935347338383,572897287511344.4
523.8700561523438,0.5302463334338395,2.203285428278189,2.3515437884453583,3.0748311578525658,572264924248350.1
524.4483032226562,0.5280574462294242,2.2241127845117856,2.3686074739616543,3.0940295559829307,571633955449603.4
525.0264892578125,0.5279367588936271,2.239710604791893,2.388808501925639,3.1146233349369794,571004442887810.0
525.6046142578125,0.5253222807133364,2.262761401061215,2.403519437485845,3.132469607344797,570376381537909.9
526.1826782226562,0.5227534945737125,2.297949285250537,2.4193673438484296,3.163769507137284,569749766397938.4
526.7607421875,0.5142805347090611,2.3197254963143985,2.4398404507209177,3.1862832624432142,569124526545087.8
527.3388061523438,0.5157247415984774,2.350241785672993,2.466321908679918,3.2214514937727574,568500657456626.5
527.916748046875,0.5065522570476512,2.3868280012841905,2.500630631744035,3.2525341642073538,567878285940230.6
528.4946899414062,0.512938609589825,2.433912623563858,2.5422467139003317,3.300329945545961,567257275627949.5
529.0726318359375,0.515721861197882,2.4852485357575778,2.58672677702605,3.3444910334188784,566637622058976.5
529.6504516601562,0.5091988720421807,2.526248121656516,2.6230704139463907,3.3784735263969514,566019451244342.8
530.228271484375,0.5055879690561706,2.5683823167633824,2.655868269437232,3.4245325216377944,565402627741313.1
530.8060913085938,0.5056466066647206,2.6075868171593526,2.695293675135797,3.4723940167033707,564787147149956.5
531.3837890625,0.5065149825812314,2.6425525748106615,2.7304948639074356,3.499504496043534,564173134692182.4
531.9615478515625,0.5075033955594674,2.6736160478846793,2.756582087899776,3.527009563369057,563560391180103.6
532.5391845703125,0.5036623490231767,2.697293801984664,2.776620828402866,3.5471107723691153,562949106255706.2
533.1168212890625,0.5063958906277735,2.7090872301019617,2.788926728826617,3.576872027528261,562339145996387.2
533.6943969726562,0.4992808182507619,2.7205748615736987,2.7950852216875766,3.5914786070154796,561730570342412.3
534.27197265625,0.49460660958632946,2.7255833787212875,2.8008371426131906,3.608333074608327,561123310492063.06
534.8494262695312,0.4960425578734872,2.7265663084641516,2.8031928134826076,3.625881142905852,560517490111175.75
535.4269409179688,0.4970162068052726,2.7276842607307463,2.804220649433089,3.6334171264359387,559912912648768.56
536.0043334960938,0.49734478670170024,2.72399386056481,2.7947505629589156,3.6171827351761077,559309765360665.25
536.5817260742188,0.4949086998131403,2.711473728358843,2.78845662622122,3.619791588601462,558707916114410.06
537.1590576171875,0.49371599659920284,2.702319145445896,2.7806612999587275,3.609179406609393,558107424139630.7
537.7363891601562,0.49438305916932646,2.692214572858946,2.7781873238075465,3.606211797442968,557508221580874.94
538.3136596679688,0.4902501437330383,2.6849350233481104,2.764227728849163,3.585674590552295,556910367433201.7
538.890869140625,0.48949757429760965,2.6711648760600695,2.755788326286336,3.5723435186410373,556313857160137.5
539.4680786132812,0.4870527221784527,2.6560866764844477,2.745344781037906,3.553153402699727,555718623371795.06
540.0452270507812,0.4857508372548278,2.6520422946304234,2.736390460027054,3.5406996977605196,555124724714602.56
540.6223754882812,0.4773704386764619,2.6446775192073604,2.7300047005830455,3.528673345002722,554532094105857.8
541.1994018554688,0.47110640036612167,2.6409844889011764,2.726897332181975,3.5427377764006773,553940852432911.06
541.7764282226562,0.4667345935233712,2.648503667248105,2.7312554943466356,3.5491568796346273,553350870179964.7
542.3534545898438,0.462900418708273,2.661529193316632,2.741685691060263,3.568955797441706,552762143327212.4
542.930419921875,0.4572200441515516,2.6772277297208493,2.746984717056434,3.590608207754968,552174729946313.6
543.50732421875,0.4559267604330268,2.696211448732996,2.7642426348786415,3.6160621743118053,551588625656385.75
544.0841674804688,0.45471646301807783,2.7222547432164244,2.780384597282893,3.6346149121225686,551003826096008.9
544.6610107421875,0.45355854194980755,2.7370629723212865,2.7917716449509946,3.655985062295496,550420265242567.94
545.23779296875,0.4503370652829535,2.7443091428700424,2.804519384386528,3.6660511899688952,549838000714639.4
545.8145751953125,0.4516358168064461,2.7548236583123233,2.8161547002660874,3.6870860749810057,549256966787160.7
546.3912963867188,0.4479178165483091,2.770640922814732,2.8320720709628997,3.687840183077316,548677220853489.25
546.9679565429688,0.44672522841935486,2.785562469297211,2.843115525096078,3.6982676120681086,548098758645377.5
547.5446166992188,0.4449636511457774,2.8009178257694507,2.8523618051938544,3.717174318732518,547521514880830.56
548.1212158203125,0.44489579824975023,2.8150602625782555,2.8682867478497385,3.7313568839842994,546945546618431.3
548.69775390625,0.4456563020291284,2.8226034625311818,2.8804414670363623,3.7347622258610085,546370849644888.94
549.2742309570312,0.4432307493905997,2.8303031286325875,2.893241272013601,3.7545643196711738,545797419765450.9
549.8507080078125,0.4416157054039136,2.851774787612428,2.915609379396177,3.7699657996393254,545225192282084.7
550.4271850585938,0.4407614348472813,2.874446672855476,2.93591148073147,3.7986830848704085,544654163416886.2
551.0035400390625,0.43998548214856187,2.9025221667422376,2.9580094418684624,3.818595700401905,544084449945179.44
551.5798950195312,0.4432491324610511,2.9274778375332113,2.9852236598367665,3.8584406684179986,543515927079583.75
552.15625,0.44212141681136513,2.955189485049937,3.0057922974921834,3.885076871469335,542948591091742.6
552.7324829101562,0.44065079623801245,2.9765424520326444,3.028346386167643,3.90999983628358,542382558053367.9
553.3087768554688,0.4405034507641305,3.00318304837016,3.0486308718883355,3.93074865103119,541817644216241.25
553.8849487304688,0.43910738248192116,3.03567089846637,3.0732593876338448,3.9654292491152967,541254025203499.2
554.4611206054688,0.4391645190850015,3.0671558247146926,3.0962797861588607,3.9927934958684674,540691577567473.25
555.0372314453125,0.4391103349942105,3.096232122142434,3.1164944615858015,4.02732117326942,540130357056125.44
555.61328125,0.437276098024098,3.1280937603870114,3.141612499381215,4.059164127453088,539570359667315.8
556.1893310546875,0.43513802814232416,3.1598470464398485,3.170366531444671,4.098630770951979,539011522266188.1
556.7653198242188,0.43054541181526884,3.185455096614568,3.1870650993640064,4.1170519209142755,538453900280014.06
557.34130859375,0.4270398807939388,3.2021938218755936,3.2098402350911153,4.143382161295754,537897430851515.8
557.9171752929688,0.42676042998270464,3.223327018053556,3.227119859016912,4.166332509126681,537342227979584.0
558.4930419921875,0.42542300765472557,3.240178219014152,3.2398252481051393,4.189911755620301,536788170056008.8
559.0689086914062,0.4232556056550517,3.255192109311054,3.251626558283195,4.207853285041812,536235253542741.44
559.6447143554688,0.4213844772217705,3.271217187567126,3.2628000704041162,4.222773645067591,535683533338226.44
560.220458984375,0.41964466222845614,3.28620718635436,3.271135692892098,4.24210453348418,535133005573367.4
560.796142578125,0.4174787647296285,3.300274199818976,3.280994246213288,4.249792145311654,534583666395736.0
561.371826171875,0.415139179021291,3.307345067029628,3.2820617113187787,4.255168369489772,534035453906467.75
561.947509765625,0.4143884615810156,3.31964203762786,3.2909444801468686,4.268619244434896,533488364642876.1
562.5230712890625,0.416758840087546,3.3364125786820598,3.299804979288416,4.285194441023086,532942510807607.9
563.0986328125,0.41751858600386293,3.352254163328432,3.3112593238414085,4.297184966061012,532397772842443.7
563.6741333007812,0.41401060007559326,3.359070511815877,3.3202074955951457,4.2991404452936655,531854204918834.25
564.2496337890625,0.41477804481813935,3.363505883654583,3.3230012698822953,4.309054605404471,531311745808015.1
564.8250732421875,0.4121992441316998,3.3576127234368998,3.319703750907871,4.308043906650683,530770449475875.2
565.4004516601562,0.41071264387121753,3.349272399604843,3.3137337396015276,4.298309148064513,530230312196841.75
565.9757690429688,0.411091261376345,3.3406586908126203,3.3023037041143426,4.292684050774515,529691330261242.75
566.5510864257812,0.4127486843333843,3.3259243705522796,3.2879976129388377,4.273270455054256,529153442968947.7
567.1264038085938,0.4123136559438809,3.3106588856187518,3.2710163685497275,4.2541218295140695,528616646988597.1
567.7015991210938,0.4097494693239224,3.2897764956555102,3.2523457919846117,4.2312610396626456,528081052553196.44
568.2767944335938,0.4046836185839186,3.272137476377781,3.235211553788064,4.20712398954154,527546542347916.3
568.8519287109375,0.40505886171103506,3.2586486294260046,3.2211895102826773,4.192984738937923,527013169629841.9
569.4270629882812,0.40209001193013794,3.251327407441117,3.2119799463514607,4.177457410943195,526480874348906.1
570.0021362304688,0.402495367437431,3.2483841380186416,3.2059400140330743,4.172068391907192,525949709561763.9
