100	1974.5128
100.73801	1979.0159
101.47601	2006.8889
102.21402	1978.0449
102.95203	1960.2251
103.69004	1962.5742
104.42805	1969.9833
105.16605	1975.778
105.90406	1958.9404
106.64207	1905.0706
107.38007	1891.7966
108.11808	1917.8987
108.85609	1934.1405
109.59409	1879.4147
110.3321	1862.2104
111.07011	1868.7721
111.80812	1897.9259
112.54613	1902.8405
113.28413	1870.1005
114.02214	1860.1965
114.76015	1849.0522
115.49815	1779.2498
116.23616	1854.0522
116.97417	1820.9153
117.71217	1803.9297
118.45019	1851.5116
119.18819	1869.2035
119.9262	1844.2885
120.66421	1818.3165
121.40221	1789.141
122.14022	1771.9292
122.87823	1801.5522
123.61623	1825.0116
124.35424	1814.6112
125.09225	1798.8885
125.83026	1780.1177
126.56827	1760.244
127.30627	1768.8223
128.04428	1799.1315
128.78229	1803.9338
129.52029	1782.8809
130.2583	1787.8999
130.99631	1786.0911
131.73431	1833.1901
132.47232	1767.8912
133.21033	1792.8945
133.94833	1757.7573
134.68634	1755.1886
135.42435	1760.0411
136.16237	1718.08
136.90038	1766.6729
137.63838	1680.8442
138.37639	1708.8804
139.1144	1732.4165
139.8524	1707.5887
140.59041	1745.0918
141.32841	1722.9612
142.06642	1748.5887
142.80443	1755.2762
143.54243	1708.6456
144.28044	1715.3416
145.01845	1696.7371
145.75645	1712.802
146.49446	1709.1798
147.23247	1739.1616
147.97047	1737.8584
148.70848	1721.8376
149.44649	1687.7036
150.18451	1666.5394
150.92252	1699.6312
151.66052	1741.8793
152.39853	1712.6846
153.13654	1704.587
153.87454	1739.6163
154.61255	1723.2758
155.35056	1646.7556
156.08856	1696.7185
156.82657	1730.0712
157.56458	1750.5355
158.30258	1697.1075
159.04059	1639.4856
159.77859	1672.092
160.5166	1689.958
161.25461	1704.2456
161.99261	1642.943
162.73062	1635.671
163.46863	1710.0048
164.20663	1691.5389
164.94466	1664.222
165.68266	1630.0897
166.42067	1642.5995
167.15868	1672.3944
167.89668	1672.7051
168.63469	1720.7065
169.3727	1735.7037
170.1107	1686.7461
170.84871	1653.9808
171.58672	1619.5562
172.32472	1637.3202
173.06273	1667.3557
173.80074	1702.9359
174.53874	1666.702
175.27675	1633.3475
176.01476	1684.7058
176.75276	1681.387
177.49077	1646.645
178.22878	1700.6984
178.9668	1614.9877
179.7048	1624.6207
180.44281	1629.0508
181.18082	1625.5005
181.91882	1622.8724
182.65683	1620.4459
183.39484	1636.8263
184.13284	1666.1914
184.87085	1661.2847
185.60886	1626.1155
186.34686	1602.0952
187.08487	1637.6375
187.82288	1616.3495
188.56088	1605.9535
189.29889	1620.071
190.0369	1604.3129
190.7749	1595.1471
191.51291	1595.0371
192.25092	1579.6782
192.98894	1584.4524
193.72694	1649.7003
194.46495	1671.2054
195.20296	1656.2616
195.94096	1593.1643
196.67897	1604.1727
197.41698	1609.7247
198.15498	1605.162
198.89299	1644.3087
199.631	1650.9255
200.369	1580.1755
201.10701	1540.5618
201.84502	1605.9441
202.58302	1630.2229
203.32103	1639.4026
204.05904	1599.0975
204.79704	1594.4614
205.53505	1557.6656
206.27306	1579.2761
207.01106	1581.3248
207.74908	1574.7375
208.48709	1567.218
209.2251	1585.2198
209.9631	1624.8029
210.70111	1613.7385
211.43912	1587.4994
212.17712	1623.975
212.91513	1594.6082
213.65314	1634.9575
214.39114	1585.3007
215.12915	1585.7167
215.86716	1578.6708
216.60516	1581.7518
217.34317	1579.035
218.08118	1579.6542
218.81918	1598.7463
219.55719	1578.6625
220.2952	1532.2808
221.0332	1566.4968
221.77122	1591.2253
222.50923	1593.7086
223.24724	1598.7291
223.98524	1633.2554
224.72325	1571.6371
225.46126	1562.8325
226.19926	1540.4902
226.93727	1514.4955
227.67528	1569.1593
228.41328	1603.4723
229.15129	1579.5876
229.8893	1512.8585
230.6273	1613.8873
231.36531	1595.1821
232.10332	1555.7941
232.84132	1560.3444
233.57933	1596.5402
234.31734	1554.0792
235.05534	1537.2357
235.79337	1562.1321
236.53137	1554.0623
237.26938	1550.6046
238.00739	1601.7085
238.74539	1601.4689
239.4834	1547.1836
240.22141	1634.6691
240.95941	1616.8662
241.69742	1561.1238
242.43542	1547.6909
243.17343	1559.1595
243.91144	1529.1226
244.64944	1505.8624
245.38745	1524.8445
246.12546	1555.8721
246.86346	1581.3964
247.60147	1580.9165
248.33948	1547.9532
249.07748	1534.4192
249.81549	1543.5901
250.55351	1567.3688
251.29152	1576.6057
252.02953	1552.7672
252.76753	1554.5847
253.50554	1542.2227
254.24355	1538.7115
254.98155	1554.4935
255.71956	1559.0945
256.45755	1555.3435
257.19559	1543.7021
257.93359	1615.2629
258.6716	1579.3333
259.40961	1554.3335
260.14761	1582.7075
260.88562	1578.913
261.62363	1594.9399
262.36163	1592.9559
263.09964	1553.4009
263.83765	1536.9734
264.57565	1552.7909
265.31366	1559.9321
266.05167	1554.8137
266.78967	1539.8125
267.52768	1554.9551
268.26569	1545.5898
269.00369	1560.3541
269.7417	1579.5348
270.47971	1567.3921
