100	1082.1793
100.73801	1109.979
101.47601	1073.1146
102.21402	1051.4247
102.95203	1043.5089
103.69004	1027.6561
104.42805	1040.8715
105.16605	1067.5717
105.90406	1064.9915
106.64207	1046.3929
107.38007	1045.3962
108.11808	1021.0944
108.85609	1004.8596
109.59409	1018.1426
110.3321	987.82922
111.07011	1011.8608
111.80812	1002.1112
112.54613	969.99158
113.28413	979.89954
114.02214	988.59827
114.76015	983.63751
115.49815	954.09631
116.23616	982.93579
116.97417	969.08276
117.71217	970.65619
118.45019	951.69989
119.18819	936.4693
119.9262	949.00751
120.66421	948.88995
121.40221	905.651
122.14022	910.14319
122.87823	926.02124
123.61623	926.92352
124.35424	934.43323
125.09225	958.58087
125.83026	935.44916
126.56827	899.36603
127.30627	897.56958
128.04428	912.2749
128.78229	900.90863
129.52029	878.33044
130.2583	858.2019
130.99631	879.90778
131.73431	880.14203
132.47232	875.43073
133.21033	885.97363
133.94833	874.91077
134.68634	862.47394
135.42435	860.73193
136.16237	858.12836
136.90038	863.05139
137.63838	870.0733
138.37639	851.08099
139.1144	834.78857
139.8524	879.76056
140.59041	839.08545
141.32841	837.09552
142.06642	843.78467
142.80443	833.02008
143.54243	838.29114
144.28044	850.49414
145.01845	808.32172
145.75645	832.81183
146.49446	811.07837
147.23247	837.57629
147.97047	801.31171
148.70848	811.92957
149.44649	806.73834
150.18451	825.18567
150.92252	835.74896
151.66052	813.51965
152.39853	837.37836
153.13654	833.6239
153.87454	822.29657
154.61255	792.33899
155.35056	808.39307
156.08856	801.58551
156.82657	834.4696
157.56458	832.19666
158.30258	810.33148
159.04059	801.2533
159.77859	789.34216
160.5166	782.43695
161.25461	815.19196
161.99261	825.60797
162.73062	775.61298
163.46863	813.03564
164.20663	802.20319
164.94466	807.85046
165.68266	794.05127
166.42067	794.49005
167.15868	795.05035
167.89668	763.50574
168.63469	762.6579
169.3727	736.78662
170.1107	789.90833
170.84871	778.07642
171.58672	774.51758
172.32472	785.79163
173.06273	733.69891
173.80074	726.42017
174.53874	752.9458
175.27675	756.69617
176.01476	751.74048
176.75276	757.78558
177.49077	747.28351
178.22878	766.16248
178.9668	774.3606
179.7048	754.71259
180.44281	765.29669
181.18082	752.64508
181.91882	749.72974
182.65683	751.50208
183.39484	742.92352
184.13284	745.52948
184.87085	764.87512
185.60886	745.71301
186.34686	757.61963
187.08487	770.39093
187.82288	740.31946
188.56088	724.89923
189.29889	724.01208
190.0369	749.99036
190.7749	765.38226
191.51291	748.70135
192.25092	740.18939
192.98894	750.19873
193.72694	718.45148
194.46495	737.63483
195.20296	764.75745
195.94096	742.82251
196.67897	732.55615
197.41698	721.92255
198.15498	722.82776
198.89299	715.67786
199.631	737.1925
200.369	739.45715
201.10701	706.47235
201.84502	722.1524
202.58302	722.48914
203.32103	736.85278
204.05904	722.20917
